"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1500000US481130007042","Block Group 2; Census Tract 7.04; Dallas County; Texas","118327","31065",
"1500000US481130007051","Block Group 1; Census Tract 7.05; Dallas County; Texas","150250","69266",
"1500000US481130007052","Block Group 2; Census Tract 7.05; Dallas County; Texas","112232","55194",
"1500000US481130007061","Block Group 1; Census Tract 7.06; Dallas County; Texas","132222","64878",
"1500000US481130007062","Block Group 2; Census Tract 7.06; Dallas County; Texas","132153","25530",
"1500000US481130008011","Block Group 1; Census Tract 8.01; Dallas County; Texas","77727","61536",
"1500000US481130008012","Block Group 2; Census Tract 8.01; Dallas County; Texas","107202","23955",
"1500000US481130008013","Block Group 3; Census Tract 8.01; Dallas County; Texas","30752","14396",
"1500000US481130008021","Block Group 1; Census Tract 8.02; Dallas County; Texas","84871","11113",
"1500000US481130008022","Block Group 2; Census Tract 8.02; Dallas County; Texas","65595","14447",
"1500000US481130009011","Block Group 1; Census Tract 9.01; Dallas County; Texas","96021","5331",
"1500000US481130009012","Block Group 2; Census Tract 9.01; Dallas County; Texas","143984","28029",
"1500000US481130009021","Block Group 1; Census Tract 9.02; Dallas County; Texas","52591","44529",
"1500000US481130009022","Block Group 2; Census Tract 9.02; Dallas County; Texas","78523","25519",
"1500000US481130009023","Block Group 3; Census Tract 9.02; Dallas County; Texas","85909","11811",
"1500000US481130010011","Block Group 1; Census Tract 10.01; Dallas County; Texas","156447","29928",
"1500000US481130010012","Block Group 2; Census Tract 10.01; Dallas County; Texas","-","**",
"1500000US481130010021","Block Group 1; Census Tract 10.02; Dallas County; Texas","111809","26965",
"1500000US481130010022","Block Group 2; Census Tract 10.02; Dallas County; Texas","151607","133707",
"1500000US481130011011","Block Group 1; Census Tract 11.01; Dallas County; Texas","182727","135853",
"1500000US481130011012","Block Group 2; Census Tract 11.01; Dallas County; Texas","133629","106763",
"1500000US481130011013","Block Group 3; Census Tract 11.01; Dallas County; Texas","169232","51760",
"1500000US481130011014","Block Group 4; Census Tract 11.01; Dallas County; Texas","100247","36795",
"1500000US481130011021","Block Group 1; Census Tract 11.02; Dallas County; Texas","92992","34314",
"1500000US481130011022","Block Group 2; Census Tract 11.02; Dallas County; Texas","207500","88488",
"1500000US481130012021","Block Group 1; Census Tract 12.02; Dallas County; Texas","65041","16682",
"1500000US481130012022","Block Group 2; Census Tract 12.02; Dallas County; Texas","69940","30047",
"1500000US481130012023","Block Group 3; Census Tract 12.02; Dallas County; Texas","174412","70645",
"1500000US481130012031","Block Group 1; Census Tract 12.03; Dallas County; Texas","139028","44799",
"1500000US481130012041","Block Group 1; Census Tract 12.04; Dallas County; Texas","55000","24197",
"1500000US481130013011","Block Group 1; Census Tract 13.01; Dallas County; Texas","34688","32162",
"1500000US481130013012","Block Group 2; Census Tract 13.01; Dallas County; Texas","105694","11573",
"1500000US481130013013","Block Group 3; Census Tract 13.01; Dallas County; Texas","170330","68574",
"1500000US481130013021","Block Group 1; Census Tract 13.02; Dallas County; Texas","70114","62810",
"1500000US481130013022","Block Group 2; Census Tract 13.02; Dallas County; Texas","-","**",
"1500000US481130014001","Block Group 1; Census Tract 14; Dallas County; Texas","82989","28680",
"1500000US481130014002","Block Group 2; Census Tract 14; Dallas County; Texas","36466","9900",
"1500000US481130014003","Block Group 3; Census Tract 14; Dallas County; Texas","60625","35151",
"1500000US481130015021","Block Group 1; Census Tract 15.02; Dallas County; Texas","54141","9506",
"1500000US481130015022","Block Group 2; Census Tract 15.02; Dallas County; Texas","32582","6568",
"1500000US481130015023","Block Group 3; Census Tract 15.02; Dallas County; Texas","49526","15480",
"1500000US481130015031","Block Group 1; Census Tract 15.03; Dallas County; Texas","45405","35980",
"1500000US481130015032","Block Group 2; Census Tract 15.03; Dallas County; Texas","100563","35109",
"1500000US481130015033","Block Group 3; Census Tract 15.03; Dallas County; Texas","63889","26592",
"1500000US481130015041","Block Group 1; Census Tract 15.04; Dallas County; Texas","69551","15912",
"1500000US481130015042","Block Group 2; Census Tract 15.04; Dallas County; Texas","34821","19222",
"1500000US481130016011","Block Group 1; Census Tract 16.01; Dallas County; Texas","62213","10013",
"1500000US481130016021","Block Group 1; Census Tract 16.02; Dallas County; Texas","136538","23563",
"1500000US481130016022","Block Group 2; Census Tract 16.02; Dallas County; Texas","108667","51554",
"1500000US481130017031","Block Group 1; Census Tract 17.03; Dallas County; Texas","116304","32657",
"1500000US481130017032","Block Group 2; Census Tract 17.03; Dallas County; Texas","123917","43181",
"1500000US481130017033","Block Group 3; Census Tract 17.03; Dallas County; Texas","95766","69223",
"1500000US481130017051","Block Group 1; Census Tract 17.05; Dallas County; Texas","104921","32409",
"1500000US481130018011","Block Group 1; Census Tract 18.01; Dallas County; Texas","87372","43615",
"1500000US481130018012","Block Group 2; Census Tract 18.01; Dallas County; Texas","93487","44129",
"1500000US481130018021","Block Group 1; Census Tract 18.02; Dallas County; Texas","109094","15723",
"1500000US481130018022","Block Group 2; Census Tract 18.02; Dallas County; Texas","127833","35140",
"1500000US481130019011","Block Group 1; Census Tract 19.01; Dallas County; Texas","150481","54800",
"1500000US481130019012","Block Group 2; Census Tract 19.01; Dallas County; Texas","108750","90381",
"1500000US481130019013","Block Group 3; Census Tract 19.01; Dallas County; Texas","245714","75961",
"1500000US481130019021","Block Group 1; Census Tract 19.02; Dallas County; Texas","198750","109926",
"1500000US481130019022","Block Group 2; Census Tract 19.02; Dallas County; Texas","110746","18782",
"1500000US481130020011","Block Group 1; Census Tract 20.01; Dallas County; Texas","-","**",
"1500000US481130020012","Block Group 2; Census Tract 20.01; Dallas County; Texas","67917","5239",
"1500000US481130020021","Block Group 1; Census Tract 20.02; Dallas County; Texas","44750","21935",
"1500000US481130020022","Block Group 2; Census Tract 20.02; Dallas County; Texas","41106","16704",
"1500000US481130021001","Block Group 1; Census Tract 21; Dallas County; Texas","102148","10427",
"1500000US481130022001","Block Group 1; Census Tract 22; Dallas County; Texas","74837","31768",
"1500000US481130022002","Block Group 2; Census Tract 22; Dallas County; Texas","106731","70481",
"1500000US481130022003","Block Group 3; Census Tract 22; Dallas County; Texas","41250","14566",
"1500000US481130024001","Block Group 1; Census Tract 24; Dallas County; Texas","40755","16772",
"1500000US481130024002","Block Group 2; Census Tract 24; Dallas County; Texas","86845","64033",
"1500000US481130024003","Block Group 3; Census Tract 24; Dallas County; Texas","68875","20482",
"1500000US481130025001","Block Group 1; Census Tract 25; Dallas County; Texas","-","**",
"1500000US481130025002","Block Group 2; Census Tract 25; Dallas County; Texas","50197","34358",
"1500000US481130025003","Block Group 3; Census Tract 25; Dallas County; Texas","93800","29074",
"1500000US481130025004","Block Group 4; Census Tract 25; Dallas County; Texas","54698","38736",
"1500000US481130027031","Block Group 1; Census Tract 27.03; Dallas County; Texas","-","**",
"1500000US481130027032","Block Group 2; Census Tract 27.03; Dallas County; Texas","54623","48595",
"1500000US481130027033","Block Group 3; Census Tract 27.03; Dallas County; Texas","28928","5303",
"1500000US481130031021","Block Group 1; Census Tract 31.02; Dallas County; Texas","136518","25287",
"1500000US481130031031","Block Group 1; Census Tract 31.03; Dallas County; Texas","64352","33194",
"1500000US481130037001","Block Group 1; Census Tract 37; Dallas County; Texas","77870","49372",
"1500000US481130037002","Block Group 2; Census Tract 37; Dallas County; Texas","37367","30473",
"1500000US481130042011","Block Group 1; Census Tract 42.01; Dallas County; Texas","116649","87375",
"1500000US481130042012","Block Group 2; Census Tract 42.01; Dallas County; Texas","77256","36189",
"1500000US481130042013","Block Group 3; Census Tract 42.01; Dallas County; Texas","159432","100325",
"1500000US481130042021","Block Group 1; Census Tract 42.02; Dallas County; Texas","223614","27525",
"1500000US481130042022","Block Group 2; Census Tract 42.02; Dallas County; Texas","117250","77276",
"1500000US481130043001","Block Group 1; Census Tract 43; Dallas County; Texas","73329","4707",
"1500000US481130044001","Block Group 1; Census Tract 44; Dallas County; Texas","164000","104130",
"1500000US481130044002","Block Group 2; Census Tract 44; Dallas County; Texas","116925","21760",
"1500000US481130044003","Block Group 3; Census Tract 44; Dallas County; Texas","77857","61327",
"1500000US481130045001","Block Group 1; Census Tract 45; Dallas County; Texas","50781","23174",
"1500000US481130045002","Block Group 2; Census Tract 45; Dallas County; Texas","127500","39126",
"1500000US481130045003","Block Group 3; Census Tract 45; Dallas County; Texas","52316","19588",
"1500000US481130046001","Block Group 1; Census Tract 46; Dallas County; Texas","82107","28421",
"1500000US481130047001","Block Group 1; Census Tract 47; Dallas County; Texas","104934","38596",
"1500000US481130047002","Block Group 2; Census Tract 47; Dallas County; Texas","70254","7856",
"1500000US481130048001","Block Group 1; Census Tract 48; Dallas County; Texas","63371","44801",
"1500000US481130048002","Block Group 2; Census Tract 48; Dallas County; Texas","50539","24920",
"1500000US481130050001","Block Group 1; Census Tract 50; Dallas County; Texas","54140","11369",
"1500000US481130050002","Block Group 2; Census Tract 50; Dallas County; Texas","70667","29775",
"1500000US481130051001","Block Group 1; Census Tract 51; Dallas County; Texas","122766","78665",
"1500000US481130051002","Block Group 2; Census Tract 51; Dallas County; Texas","63750","16487",
"1500000US481130052001","Block Group 1; Census Tract 52; Dallas County; Texas","116944","39946",
"1500000US481130052002","Block Group 2; Census Tract 52; Dallas County; Texas","64667","37897",
"1500000US481130053001","Block Group 1; Census Tract 53; Dallas County; Texas","79500","58141",
"1500000US481130053002","Block Group 2; Census Tract 53; Dallas County; Texas","85997","26659",
"1500000US481130053003","Block Group 3; Census Tract 53; Dallas County; Texas","58125","16539",
"1500000US481130053004","Block Group 4; Census Tract 53; Dallas County; Texas","83750","23368",
"1500000US481130054001","Block Group 1; Census Tract 54; Dallas County; Texas","59375","20171",
"1500000US481130054002","Block Group 2; Census Tract 54; Dallas County; Texas","47712","15464",
"1500000US481130054003","Block Group 3; Census Tract 54; Dallas County; Texas","55679","4778",
"1500000US481130055001","Block Group 1; Census Tract 55; Dallas County; Texas","77762","29656",
"1500000US481130055002","Block Group 2; Census Tract 55; Dallas County; Texas","23958","15507",
"1500000US481130055003","Block Group 3; Census Tract 55; Dallas County; Texas","81225","15412",
"1500000US481130056001","Block Group 1; Census Tract 56; Dallas County; Texas","72277","48580",
"1500000US481130056002","Block Group 2; Census Tract 56; Dallas County; Texas","55446","6927",
"1500000US481130056003","Block Group 3; Census Tract 56; Dallas County; Texas","63155","6556",
"1500000US481130057001","Block Group 1; Census Tract 57; Dallas County; Texas","46786","13808",
"1500000US481130057002","Block Group 2; Census Tract 57; Dallas County; Texas","45685","19708",
"1500000US481130057003","Block Group 3; Census Tract 57; Dallas County; Texas","22331","10562",
"1500000US481130059011","Block Group 1; Census Tract 59.01; Dallas County; Texas","72969","4974",
"1500000US481130059012","Block Group 2; Census Tract 59.01; Dallas County; Texas","34974","28753",
"1500000US481130059013","Block Group 3; Census Tract 59.01; Dallas County; Texas","76842","50727",
"1500000US481130059021","Block Group 1; Census Tract 59.02; Dallas County; Texas","49143","29842",
"1500000US481130059022","Block Group 2; Census Tract 59.02; Dallas County; Texas","42770","11983",
"1500000US481130059023","Block Group 3; Census Tract 59.02; Dallas County; Texas","41427","8400",
"1500000US481130060011","Block Group 1; Census Tract 60.01; Dallas County; Texas","-","**",
"1500000US481130060012","Block Group 2; Census Tract 60.01; Dallas County; Texas","59349","10471",
"1500000US481130060021","Block Group 1; Census Tract 60.02; Dallas County; Texas","32255","13531",
"1500000US481130060022","Block Group 2; Census Tract 60.02; Dallas County; Texas","48926","7638",
"1500000US481130060023","Block Group 3; Census Tract 60.02; Dallas County; Texas","42358","12606",
"1500000US481130061001","Block Group 1; Census Tract 61; Dallas County; Texas","43943","30055",
"1500000US481130061002","Block Group 2; Census Tract 61; Dallas County; Texas","111250","29934",
"1500000US481130062001","Block Group 1; Census Tract 62; Dallas County; Texas","44517","7649",
"1500000US481130062002","Block Group 2; Census Tract 62; Dallas County; Texas","-","**",
"1500000US481130062003","Block Group 3; Census Tract 62; Dallas County; Texas","-","**",
"1500000US481130063011","Block Group 1; Census Tract 63.01; Dallas County; Texas","48557","32004",
"1500000US481130063012","Block Group 2; Census Tract 63.01; Dallas County; Texas","60802","17437",
"1500000US481130063013","Block Group 3; Census Tract 63.01; Dallas County; Texas","96178","26053",
"1500000US481130063021","Block Group 1; Census Tract 63.02; Dallas County; Texas","-","**",
"1500000US481130063022","Block Group 2; Census Tract 63.02; Dallas County; Texas","85122","30332",
"1500000US481130064011","Block Group 1; Census Tract 64.01; Dallas County; Texas","72976","18787",
"1500000US481130064021","Block Group 1; Census Tract 64.02; Dallas County; Texas","49651","20190",
"1500000US481130064022","Block Group 2; Census Tract 64.02; Dallas County; Texas","49583","26553",
"1500000US481130065011","Block Group 1; Census Tract 65.01; Dallas County; Texas","117611","100580",
"1500000US481130065012","Block Group 2; Census Tract 65.01; Dallas County; Texas","102857","39865",
"1500000US481130065013","Block Group 3; Census Tract 65.01; Dallas County; Texas","81815","39407",
"1500000US481130065014","Block Group 4; Census Tract 65.01; Dallas County; Texas","92143","25926",
"1500000US481130065021","Block Group 1; Census Tract 65.02; Dallas County; Texas","70000","30801",
"1500000US481130065022","Block Group 2; Census Tract 65.02; Dallas County; Texas","57652","9085",
"1500000US481130067011","Block Group 1; Census Tract 67.01; Dallas County; Texas","85980","27838",
"1500000US481130067012","Block Group 2; Census Tract 67.01; Dallas County; Texas","53436","7490",
"1500000US481130067021","Block Group 1; Census Tract 67.02; Dallas County; Texas","48879","19116",
"1500000US481130068001","Block Group 1; Census Tract 68; Dallas County; Texas","64018","49564",
"1500000US481130068002","Block Group 2; Census Tract 68; Dallas County; Texas","55952","29122",
"1500000US481130068003","Block Group 3; Census Tract 68; Dallas County; Texas","65189","19257",
"1500000US481130069001","Block Group 1; Census Tract 69; Dallas County; Texas","101504","26399",
"1500000US481130069002","Block Group 2; Census Tract 69; Dallas County; Texas","52208","43799",
"1500000US481130069003","Block Group 3; Census Tract 69; Dallas County; Texas","45615","7338",
"1500000US481130071011","Block Group 1; Census Tract 71.01; Dallas County; Texas","250,000+","***",
"1500000US481130071012","Block Group 2; Census Tract 71.01; Dallas County; Texas","-","**",
"1500000US481130071021","Block Group 1; Census Tract 71.02; Dallas County; Texas","76481","28858",
"1500000US481130071022","Block Group 2; Census Tract 71.02; Dallas County; Texas","-","**",
"1500000US481130071023","Block Group 3; Census Tract 71.02; Dallas County; Texas","98003","20384",
"1500000US481130071024","Block Group 4; Census Tract 71.02; Dallas County; Texas","68750","33485",
"1500000US481130071025","Block Group 5; Census Tract 71.02; Dallas County; Texas","140833","83218",
"1500000US481130072031","Block Group 1; Census Tract 72.03; Dallas County; Texas","59522","20677",
"1500000US481130072032","Block Group 2; Census Tract 72.03; Dallas County; Texas","44346","9582",
"1500000US481130072041","Block Group 1; Census Tract 72.04; Dallas County; Texas","70000","37574",
"1500000US481130072042","Block Group 2; Census Tract 72.04; Dallas County; Texas","63397","18812",
"1500000US481130072051","Block Group 1; Census Tract 72.05; Dallas County; Texas","42432","4234",
"1500000US481130072052","Block Group 2; Census Tract 72.05; Dallas County; Texas","44605","17745",
"1500000US481130072061","Block Group 1; Census Tract 72.06; Dallas County; Texas","49750","18407",
"1500000US481130072062","Block Group 2; Census Tract 72.06; Dallas County; Texas","46856","37641",
"1500000US481130073011","Block Group 1; Census Tract 73.01; Dallas County; Texas","250,000+","***",
"1500000US481130073012","Block Group 2; Census Tract 73.01; Dallas County; Texas","250,000+","***",
"1500000US481130073021","Block Group 1; Census Tract 73.02; Dallas County; Texas","250,000+","***",
"1500000US481130073022","Block Group 2; Census Tract 73.02; Dallas County; Texas","250,000+","***",
"1500000US481130073023","Block Group 3; Census Tract 73.02; Dallas County; Texas","250,000+","***",
"1500000US481130073024","Block Group 4; Census Tract 73.02; Dallas County; Texas","155417","93263",
"1500000US481130076011","Block Group 1; Census Tract 76.01; Dallas County; Texas","132308","8523",
"1500000US481130076012","Block Group 2; Census Tract 76.01; Dallas County; Texas","250,000+","***",
"1500000US481130076041","Block Group 1; Census Tract 76.04; Dallas County; Texas","250,000+","***",
"1500000US481130076042","Block Group 2; Census Tract 76.04; Dallas County; Texas","250,000+","***",
"1500000US481130076051","Block Group 1; Census Tract 76.05; Dallas County; Texas","118500","74350",
"1500000US481130077011","Block Group 1; Census Tract 77.01; Dallas County; Texas","157768","61502",
"1500000US481130077012","Block Group 2; Census Tract 77.01; Dallas County; Texas","196552","73975",
"1500000US481130077021","Block Group 1; Census Tract 77.02; Dallas County; Texas","71696","24457",
"1500000US481130077022","Block Group 2; Census Tract 77.02; Dallas County; Texas","113750","73993",
"1500000US481130077023","Block Group 3; Census Tract 77.02; Dallas County; Texas","250,000+","***",
"1500000US481130078011","Block Group 1; Census Tract 78.01; Dallas County; Texas","86473","26935",
"1500000US481130078012","Block Group 2; Census Tract 78.01; Dallas County; Texas","144397","87006",
"1500000US481130078051","Block Group 1; Census Tract 78.05; Dallas County; Texas","25833","23604",
"1500000US481130078052","Block Group 2; Census Tract 78.05; Dallas County; Texas","160096","66087",
"1500000US481130078053","Block Group 3; Census Tract 78.05; Dallas County; Texas","103500","65691",
"1500000US481130078091","Block Group 1; Census Tract 78.09; Dallas County; Texas","-","**",
"1500000US481130078092","Block Group 2; Census Tract 78.09; Dallas County; Texas","100500","13491",
"1500000US481130078101","Block Group 1; Census Tract 78.10; Dallas County; Texas","77559","24705",
"1500000US481130078102","Block Group 2; Census Tract 78.10; Dallas County; Texas","175833","105480",
"1500000US481130078103","Block Group 3; Census Tract 78.10; Dallas County; Texas","30057","22750",
"1500000US481130078121","Block Group 1; Census Tract 78.12; Dallas County; Texas","207895","43245",
"1500000US481130078122","Block Group 2; Census Tract 78.12; Dallas County; Texas","220278","28897",
"1500000US481130078151","Block Group 1; Census Tract 78.15; Dallas County; Texas","47569","31020",
"1500000US481130078152","Block Group 2; Census Tract 78.15; Dallas County; Texas","50185","23761",
"1500000US481130078153","Block Group 3; Census Tract 78.15; Dallas County; Texas","58049","24029",
"1500000US481130078191","Block Group 1; Census Tract 78.19; Dallas County; Texas","47019","33849",
"1500000US481130078192","Block Group 2; Census Tract 78.19; Dallas County; Texas","39402","16325",
"1500000US481130078211","Block Group 1; Census Tract 78.21; Dallas County; Texas","42930","13749",
"1500000US481130078212","Block Group 2; Census Tract 78.21; Dallas County; Texas","61090","2642",
"1500000US481130078213","Block Group 3; Census Tract 78.21; Dallas County; Texas","56912","22107",
"1500000US481130078221","Block Group 1; Census Tract 78.22; Dallas County; Texas","-","**",
"1500000US481130078222","Block Group 2; Census Tract 78.22; Dallas County; Texas","79439","17601",
"1500000US481130078231","Block Group 1; Census Tract 78.23; Dallas County; Texas","77932","6299",
"1500000US481130078241","Block Group 1; Census Tract 78.24; Dallas County; Texas","196406","43555",
"1500000US481130078251","Block Group 1; Census Tract 78.25; Dallas County; Texas","88331","13890",
"1500000US481130078252","Block Group 2; Census Tract 78.25; Dallas County; Texas","-","**",
"1500000US481130078253","Block Group 3; Census Tract 78.25; Dallas County; Texas","-","**",
"1500000US481130078254","Block Group 4; Census Tract 78.25; Dallas County; Texas","136389","61959",
"1500000US481130078261","Block Group 1; Census Tract 78.26; Dallas County; Texas","66276","6045",
"1500000US481130078271","Block Group 1; Census Tract 78.27; Dallas County; Texas","42266","6861",
"1500000US481130078272","Block Group 2; Census Tract 78.27; Dallas County; Texas","62344","12008",
"1500000US481130078281","Block Group 1; Census Tract 78.28; Dallas County; Texas","56192","7317",
"1500000US481130078282","Block Group 2; Census Tract 78.28; Dallas County; Texas","88929","61050",
"1500000US481130078283","Block Group 3; Census Tract 78.28; Dallas County; Texas","39928","23159",
"1500000US481130078291","Block Group 1; Census Tract 78.29; Dallas County; Texas","80417","41669",
"1500000US481130078292","Block Group 2; Census Tract 78.29; Dallas County; Texas","65885","22893",
"1500000US481130078301","Block Group 1; Census Tract 78.30; Dallas County; Texas","43082","18402",
"1500000US481130078302","Block Group 2; Census Tract 78.30; Dallas County; Texas","58521","27205",
"1500000US481130078311","Block Group 1; Census Tract 78.31; Dallas County; Texas","43750","11709",
"1500000US481130078312","Block Group 2; Census Tract 78.31; Dallas County; Texas","-","**",
"1500000US481130078321","Block Group 1; Census Tract 78.32; Dallas County; Texas","67050","11788",
"1500000US481130078322","Block Group 2; Census Tract 78.32; Dallas County; Texas","49663","33170",
"1500000US481130078331","Block Group 1; Census Tract 78.33; Dallas County; Texas","36124","8191",
"1500000US481130078332","Block Group 2; Census Tract 78.33; Dallas County; Texas","28978","3501",
"1500000US481130078341","Block Group 1; Census Tract 78.34; Dallas County; Texas","37040","9178",
"1500000US481130078342","Block Group 2; Census Tract 78.34; Dallas County; Texas","41067","10736",
"1500000US481130078351","Block Group 1; Census Tract 78.35; Dallas County; Texas","47776","11355",
"1500000US481130078352","Block Group 2; Census Tract 78.35; Dallas County; Texas","95272","38014",
"1500000US481130079021","Block Group 1; Census Tract 79.02; Dallas County; Texas","125962","64269",
"1500000US481130079022","Block Group 2; Census Tract 79.02; Dallas County; Texas","86644","39909",
"1500000US481130079023","Block Group 3; Census Tract 79.02; Dallas County; Texas","238438","98752",
"1500000US481130079024","Block Group 4; Census Tract 79.02; Dallas County; Texas","56396","8272",
"1500000US481130079025","Block Group 5; Census Tract 79.02; Dallas County; Texas","98849","82051",
"1500000US481130079031","Block Group 1; Census Tract 79.03; Dallas County; Texas","145625","13500",
"1500000US481130079032","Block Group 2; Census Tract 79.03; Dallas County; Texas","212768","146872",
"1500000US481130079061","Block Group 1; Census Tract 79.06; Dallas County; Texas","190000","63731",
"1500000US481130079062","Block Group 2; Census Tract 79.06; Dallas County; Texas","133000","48031",
"1500000US481130079091","Block Group 1; Census Tract 79.09; Dallas County; Texas","85096","20936",
"1500000US481130079092","Block Group 2; Census Tract 79.09; Dallas County; Texas","70913","4781",
"1500000US481130079101","Block Group 1; Census Tract 79.10; Dallas County; Texas","72120","39551",
"1500000US481130079102","Block Group 2; Census Tract 79.10; Dallas County; Texas","58968","23360",
"1500000US481130079103","Block Group 3; Census Tract 79.10; Dallas County; Texas","73313","26436",
"1500000US481130079121","Block Group 1; Census Tract 79.12; Dallas County; Texas","125278","30109",
"1500000US481130079122","Block Group 2; Census Tract 79.12; Dallas County; Texas","71379","14131",
"1500000US481130079131","Block Group 1; Census Tract 79.13; Dallas County; Texas","56690","20280",
"1500000US481130079132","Block Group 2; Census Tract 79.13; Dallas County; Texas","78258","3598",
"1500000US481130079141","Block Group 1; Census Tract 79.14; Dallas County; Texas","80282","17712",
"1500000US481130079142","Block Group 2; Census Tract 79.14; Dallas County; Texas","73288","22244",
"1500000US481130079151","Block Group 1; Census Tract 79.15; Dallas County; Texas","76628","10587",
"1500000US481130079152","Block Group 2; Census Tract 79.15; Dallas County; Texas","51591","31503",
"1500000US481130079161","Block Group 1; Census Tract 79.16; Dallas County; Texas","88462","53887",
